groupID,artifactID,date,tags,numberUsages,maxUsage,latestVersion
com.sprinthive.tiles,maven-release,2-11-2017,maven build build-system,2,0,0.2
io.aeron,aeron-all,21-7-2020,io,72,2,1.29.0
org.kuali.student.lum,ks-lum-program,25-9-2014,,14,4,2.0.3-cm
io.gridgo,gridgo-config-core,23-5-2020,config io,7,3,0.8.1
org.juzu,juzu-vertx,20-2-2014,vertx,34,0,0.8.0-beta7
com.typesafe.akka,akka-http-xml_2.13.0-RC3,31-5-2019,actor akka distributed concurrency xml typesafe http,1,3,10.1.8
org.jboss.ironjacamar,jdbc-local,8-4-2020,jdbc sql jboss,108,1,1.4.22.Final
ch.cern.dirq,java-dirq,4-12-2012,,1,0,1.0
org.opennms.alec,alec-test-api,26-4-2019,testing api,2,11,1.0.1
com.bimbr,clisson-client,5-5-2012,client,5,0,0.3.0
com.rklaehn,intervalset_sjs0.6_2.11,2-12-2015,,1,0,0.1
com.github.vvidovic.inspektr,inspektr-audit,14-3-2017,github,1,1,1.8.GA
com.affirm,affirm-android-sdk,21-7-2020,sdk android,26,0,2.0.12
io.buoyant,istio_2.11,13-7-2017,io,2,2,1.1.2
org.opendaylight.ovsdb,features-ovs-sfc,3-3-2016,,11,2,0.1.4-Lithium...
cn.cyejing,dsync-common,26-11-2018,,2,2,0.1.3
com.github.vindell,spring-boot-starter-socketio,21-1-2019,github spring starter,4,0,1.0.3.RELEASE
com.ctp.cdi.query,cdi-query-parent,21-1-2013,query,5,0,1.0.0.Alpha5
com.linkedin.sparktfrecord,spark-tfrecord_2.11,14-7-2020,linkedin spark,2,0,0.2.1
com.puresoltechnologies.purifinity.server,common.rest,17-3-2016,server rest,2,4,0.4.1
org.eclipse.concierge,org.eclipse.concierge.service.xmlparser,13-11-2018,eclipse service,1,0,5.0.0
edu.ucar,bufr,7-3-2011,,1,1,3.0
com.helger,ph-events,16-10-2017,event,5,0,6.0.0-b2
org.monarchinitiative.phenol,phenol-core,1-6-2020,,10,3,1.6.0
com.github.chentianming11,retrofit-plus,25-2-2020,github,1,1,1.1.0
com.guigarage,extreme-ui,13-10-2014,ui,1,1,0.7
org.clojure,core.typed.analyzer.js,24-1-2020,analyzer clojure,2,0,0.8.0-alpha2
cn.howardliu,my-gear,3-1-2017,,2,0,1.0.1-RELEASE
io.youi,youi-spatial_2.11,26-8-2019,io spatial,97,1,0.11.25
uk.nhs.ciao,ciao-configuration,26-2-2016,config,1,1,0.1
de.sciss,scalafreesound-compression_2.12,28-3-2020,,30,2,1.25.0
org.stefaniuk.json.service,json-service,4-1-2016,json service,2,0,1.2.4
org.openldap,enmasse,11-8-2014,ldap webapp web application,4,0,1.0-RC39
com.yahoo.pulsar,pulsar-testclient,17-6-2017,,22,1,1.18
org.jglobus,parent,26-9-2014,,1,0,2.1.0
net.liftmodules,fobo_3.0_2.12,17-12-2016,,1,1,1.7
co.realtime,storage,6-10-2015,realtime storage,7,0,1.0.22
net.liftmodules,fobo-highlightjs-api_2.6_2.9.1-1,4-10-2016,api,2,1,1.7
com.github.alexarchambault,coursier-bootstrap,13-12-2015,github bootstrap,1,0,0.1.0-M2
com.github.livesense,org.liveSense.framework.fitnesse,2-6-2014,github framework,3,1,1.0.5
cn.ocoop.framework.mybatis.plugin,mybatis-paging-spring-boot-starter,2-12-2017,plugin persistence spring framework starter,3,0,1.2
com.github.chaojunzi,chao-cloud-parent,3-1-2020,github cloud,5,0,1.0.8
de.mklinger.qetcher,qetcher-client-nodeps,25-6-2020,client,37,4,2.0.41
io.getconnect,connect-client-android,25-9-2015,client io android,3,0,1.3
com.github.qiuxiaoj,ueditor,19-5-2017,github,1,0,1.1.1
org.scala-js,scalajs-junit-test-runtime_2.13.0-M3,27-11-2018,junit scalajs testing scala runtime,9,8,1.0.0-M6
io.github.msdk,msdk-featuredetection-msms,28-7-2019,github io,18,1,0.0.27
com.github.earchitecture.reuse.datatable,reuse-datatable-thymeleaf,9-3-2017,github,2,0,0.1.2.0
net.exoego,aws-sdk-scalajs-facade-cognitoidentity-nodejs-v8_sjs0.6_2.13,7-10-2019,aws amazon scalajs sdk scala,2,1,0.26.1-v2.524.0
no.steria.osgi.jsr330activator,jsr330activator.testbundle4,27-2-2018,osgi,1,2,1.1.0
io.laserdisc,scanamo-json-tests_2.13,26-3-2020,dynamodb json testing io,1,2,1.0.8
nz.ac.waikato.cms.weka,prefuseGraphViewer,31-8-2016,machine-learning,3,0,1.0.4
com.barrybecker4,bb4-sgf,13-8-2013,,1,14,1.1
com.github.chen0040,java-data-visualizer,18-6-2017,github data,1,2,1.0.1
io.github.shreeshasa,bdd-automation-tests-parent,4-4-2020,github testing io,2,0,1.0.0
com.github.xenoby,test-interface_native0.3.6-20-g0afae98f36_2.11,6-2-2018,github testing interface,1,10,0.3.6-20-g0af...
org.scalaz,scalaz-iteratee_sjs1.0.0-M8_2.11,14-10-2019,scalaz scala functional,1,1,7.2.29
io.javadog,cws,17-11-2019,io,1,0,1.1.2
org.opendaylight.plugin2oc,distribution-karaf,19-3-2015,plugin distribution osgi,5,0,0.1.3-Helium-SR3
in.cleartax.dropwizard,sharding-example,24-9-2019,example,14,0,0.2.198
com.alibaba,dubbo-dependencies-bom,27-7-2020,bom,9,0,2.6.9
org.skinny-framework,skinny-framework_2.13.0-M4,12-12-2018,framework web,4,6,3.0.1
info.hupel,pide-2019-RC4_2.12,2-6-2019,,1,0,1.1.0-RC3
com.netflix.spectator,spectator-nflx-plugin,7-8-2020,plugin,120,3,0.114.0
com.github.inthenow,bricks_2.11,13-9-2015,github,1,0,0.0.1
com.zsoltfabok,sqlite-dialect,15-4-2017,sqlite,1,0,1.0
com.twelvemonkeys.imageio,twelvemonkeys-imageio-thumbsdb,15-8-2011,,4,0,2.3
com.liferay,com.liferay.document.library.asset.auto.tagger.google.cloud.natural.language,29-5-2019,google cloud language library,7,0,1.0.6
io.codekontor.mvnresolver,mvnresolver-parent,7-9-2019,io,1,0,1.0.0.RC1
com.github.nicklaus4,common-pool-toolkit,13-5-2019,github pooling tools toolkit,3,0,1.0.6
me.cmoz.gradle,gradle-snapshot-plugin,1-12-2014,plugin build build-system gradle groovy,2,0,2.0.2
com.societegenerale,rabbitmq-advanced-parent,27-8-2018,queue amqp rabbitmq,3,0,2.0.0.RELEASE
co.infinum,NotificationLib,30-9-2015,,8,0,1.1.3
com.github.pshirshov.izumi.r2,logstage-api_2.12,31-5-2019,github api,18,7,0.7.3
cd.connect.composites.java,connect-composite-restapp,7-5-2019,,1,0,1.1
com.jwebmp,jwebmp-angular-sanitize,10-4-2019,angular,7,0,0.66.0.1
net.gcolin.httpquery,httpquery,20-1-2013,,1,0,1.0
com.oguzbabaoglu,auto-value-querymap,22-8-2016,,1,0,1.0
com.moparisthebest.beehive,beehive-jdbc-mapper,27-8-2015,mapping jdbc sql,2,1,1.0.4
com.lexicalscope.fluent-reflection,fluent-reflection-parent,12-2-2014,fluent reflection,8,0,0.1.5
com.sun.faces,simple-jsf,15-8-2011,jsf webapp web application,1,0,1.0
io.7mind.izumi,idealingua-v1-runtime-rpc-c-sharp_2.13,16-9-2019,io rpc runtime,17,2,0.9.5-M5
com.anrisoftware.prefdialog,prefdialog-panel,20-1-2016,,8,4,3.7
fr.vsct.tock,tock-bot-admin-kotlin-compiler-server,22-8-2019,admin server compiler kotlin,20,0,19.3.3
org.blobit,blobit-cli,27-7-2020,command-line,4,1,0.4.0
com.nekomatic,types,12-9-2018,,6,2,1.0.6
org.dashbuilder,dashbuilder-cms-client,31-7-2020,client,57,2,7.41.0.Final
org.wso2.carbon.mediation,org.wso2.carbon.prometheus.publisher,30-7-2020,prometheus,49,0,4.7.60
com.paritytrading.philadelphia,philadelphia-initiator,23-8-2016,,3,0,0.5.0
de.jplanets,jplanets-skin,25-5-2017,,2,0,3.2
com.inaos.jam,jam-tool,30-9-2019,,10,1,1.0.12
org.jboss.arquillian.graphene,graphene-webdriver-drone,9-1-2013,webdriver jboss,3,1,2.0.0.Alpha3
com.blogspot.mydailyjava,declarative-parser,22-11-2013,parser,1,0,0.1
org.netbeans.modules,org-netbeans-core-browser-webview,6-8-2020,browser module ide netbeans,9,1,RELEASE120-1
org.nisshiee,interruptible-actor_2.10,21-11-2013,actor,1,0,1.0.0
de.hannesstruss,godot,28-10-2015,,3,0,0.3
io.github.jiemakel,octavo-assembly_2.12,17-10-2018,github assembly io,2,0,1.2.1
io.frees,frees-play_2.12,7-6-2018,io,18,0,0.8.2
se.oyabun.criters.test,criters-test-eclipselink,6-9-2017,testing,2,0,1.0.1
org.typelevel,catalysts-platform_sjs0.6_2.13.0-M4,28-7-2018,platform,1,6,0.7
com.github.vencent-lu,giants-dubbo,9-11-2017,github,2,0,1.0.1
com.yubico.yubikit,mgmt,10-6-2020,android,7,0,1.0.0
com.github.hexx,gaeds_2.9.1,4-10-2012,github,2,0,0.2.0
io.ktor,ktor-client-logging-tvosx64,10-8-2020,logging client io,5,0,1.3.2-1.4.0-rc
com.symphony.platformsolutions,symphony-api-client-java,21-7-2020,client api,59,1,1.1.9
de.ruedigermoeller,kontraktor-reactive-streams,11-2-2019,reactive streaming,46,0,4.28
com.github.adedayo.intellij.sdk,javaFX,13-7-2015,github sdk ide,1,0,142.1
com.tombrus.hudson.dostrigger,dos-trigger,15-8-2011,,1,0,1.0
com.github.ontologyportal,sigma-component,2-2-2017,github,2,1,2.12
org.ow2.docdoku,docdoku-client,26-4-2013,client,1,0,1.1
com.io7m.smfj,com.io7m.smfj.tests,4-4-2020,testing io,6,0,0.15.0
org.diirt,datasource-test,27-2-2018,testing data datasource,2,8,3.1.7
io.circe,circe-derivation-annotations_sjs1_2.13,23-3-2020,annotations io,3,0,0.13.0-M4
com.jwebmp.inject,guice-bom,9-8-2019,bom dependency-injection,16,0,0.68.0.1
net.exoego,aws-sdk-scalajs-facade-quicksight_sjs0.6_2.12,18-7-2020,aws amazon scalajs sdk scala,8,1,0.30.0-v2.715.0
de.fosd.typechef,javaparser_2.10,28-11-2014,,2,1,0.3.7
com.wordnik,wordnik-oss_2.10.2,1-11-2013,,1,0,1.1.6
org.scalesxml,scales-jaxen_2.10.0-RC2,8-11-2012,xml,1,0,0.4.4
io.data2viz,d2v-timer-js,4-12-2019,data io,15,4,0.8.0-RC5
org.monifu,scalax-cancelable_2.11,4-1-2016,,2,3,0.3
com.github.foftware,jsont-core_2.12,15-5-2019,github,1,2,0.1.1
org.spark-project.hive,hive-accumulo-handler,8-4-2016,accumulo spark,2,1,1.2.1.spark2
site.dunhanson.ocr,simple-ocr,29-6-2020,,2,0,1.0.1
com.github.ansell.owlapi,owlapi-distribution,25-11-2013,github distribution,9,0,3.4.9.2-ansell
it.unibz.inf.ontop,ontop-translation-sql,11-8-2017,sql,1,2,3.0.0-beta-1
io.femo,http-ws-jdk7,18-8-2016,io http,1,0,0.0.1
com.github.skjolber.gtfs-databinding,gtfs-databinding,3-1-2020,github binding,3,0,1.0.2
org.mongodb,stitch-core-services-mongodb-local,25-6-2018,service mongodb database,5,2,4.0.0
com.codesnippets4all,xss-filter,9-12-2014,filtering,2,0,1.1
com.tourgeek.tour,com.tourgeek.tour.genled.report,24-1-2020,report,3,1,0.8.4
dev.profunktor,redis4cats-streams_2.12,7-7-2020,streaming redis database,19,1,0.10.2
com.directual,utils-kafka,5-6-2016,kafka streaming,2,0,0.8-SNAPSNOT
tech.mhuang.pacebox,pacebox-springboot-protocol-common,29-6-2020,protocol,12,2,1.1.3
com.github.japgolly.scalajs-react,extra_sjs0.6_2.11,10-5-2019,github scala scalajs,40,20,1.4.2
org.bdgenomics.adam,adam-parent-spark2_2.10,4-1-2018,spark,4,0,0.23.0
io.bitsensor.plugins,bitsensor-core,1-11-2018,plugin io,18,13,4.0.3
com.elefana,stringsearch,20-1-2018,,1,1,2.2.0
io.circe,circe-shapes_2.11,15-11-2019,io,25,10,0.12.0-M3
cn.spring-up,spring-co,5-3-2018,spring,1,1,0.1
global.namespace.fun-io,fun-io-jaxb,27-1-2020,xml binding io,34,1,2.3.0
com.jdcloud.sdk,charge,18-10-2019,sdk,3,14,0.4.0
org.scalaz,scalaz-zio-interop-future_2.13.0-M5,23-3-2019,scalaz scala functional,13,0,1.0-RC1
com.brienwheeler.web,web-spring-security,27-7-2018,security spring web,12,0,1.11
org.scala-js,scalajs-compiler_2.13.3,1-7-2020,compiler scala scalajs,5,0,1.1.1
io.helidon.security.providers,helidon-security-providers-oidc,20-7-2020,security provider io,28,2,2.0.1
org.wso2.carbon.identity.userstore.onprem,identity-userstore-onprem,11-6-2019,identity,2,0,3.0.4
io.github.dheid,roperty-migration,2-4-2017,github io migration,1,0,1.0
com.hccake,ballcat-spring-boot-starter-swagger,6-7-2020,spring api swagger starter,3,3,0.0.3
net.vvakame,blazdb-apt,15-12-2012,,1,0,0.2
org.sakaiproject.announcement,sakai-announcement-pack,22-4-2016,,16,1,10.7
org.wikidata.query.rdf,common,24-8-2019,rdf query,14,4,0.3.2
org.nutz,nutz-plugins-sfntly,24-2-2017,plugin,6,2,1.r.60
net.wasdev.wlp.maven,liberty-plugin-archetype,22-7-2019,plugin build archetype build-system maven,21,0,3.0.M1
org.picocontainer.script,picocontainer-script-core,3-7-2014,container scripting,4,10,2.2
io.github.alexarchambault.deps,cli_2.12,4-12-2019,github io command-line,1,0,0.1.1
org.juhewu,mail,14-5-2020,mail,1,1,0.0.1
com.paddypowerbetfair,libre-rabbit_2.11,7-8-2018,,1,0,1.0.0
org.hawkular.commons,hawkular-bus-feature-pack,24-7-2018,,31,3,0.9.8.Final
com.github.tototoshi,dbcache-postgresql_2.12,13-5-2019,github database postgresql,1,0,0.3.0
org.openurp.edu.evaluation,openurp-edu-evaluation-teacher,15-4-2020,evaluation,12,1,0.0.13
com.srnjak,srnjak-testing-json,12-12-2019,json testing,2,1,1.0.1
com.github.regis-leray,zio-ftp_2.12,22-10-2019,network ftp github,1,0,0.1.0
net.sf.jcgrid,jcgrid,17-9-2010,,1,3,0.05
io.split.client,java-client-testing,15-7-2020,testing client io,64,0,3.3.4
com.healthmarketscience.rmiio,rmiio,2-7-2016,,9,9,2.1.2
com.whisk,reactiverogue-record-dsl_2.11,18-2-2017,dsl,4,0,0.5.0.rc2
net.oschina.zcx7878,cicada.boot-chinese,18-3-2019,,48,1,2.0.0.2
org.opendaylight.sxp,restconf-client,12-12-2018,client,7,0,0.1.1
org.ow2.frascati.tinfi.examples,frascati-tinfi-sca-helloworld-no-intent,15-1-2010,example,2,0,1.2.1
org.netbeans.modules,org-netbeans-modules-maven,6-8-2020,module build build-system ide maven netbeans,9,28,RELEASE120-1
com.brainodev.gnfr,esaoprecorder,3-7-2020,,2,0,3.3.2
com.ericsson.bss.cassandra.ecchronos,application,25-5-2020,cassandra database,14,1,1.1.2
me.johnniang.wechat,wechat-starter-boot-spring,7-3-2019,spring starter,2,0,0.0.4
org.jmmo,component8,21-4-2015,,1,0,1.0
org.cddcore,structure_2.11,11-6-2016,,11,3,3.0.3
com.bazaarvoice.ostrich,ostrich,17-1-2020,,25,0,2.1.0
org.reactivemongo,reactivemongo-bson-monocle_2.11,18-7-2020,bson mongodb,34,1,1.0.0-noshade...
org.sazabi,util-slick-json_2.10,1-7-2013,json,5,0,0.1.5
io.scalecube,scalecube-services-gateway-examples,8-7-2020,service example gateway io,42,0,2.9.2
org.wso2.carbon.apimgt,org.wso2.carbon.apimgt.rest.api.commons.feature,7-2-2019,rest api,246,0,7.0.248
org.objectweb.think.minus.applications.comete,xstream.unix.debug,13-11-2008,unix debug xml,2,0,1.1
io.helidon.config,helidon-config-object-mapping,20-7-2020,mapping config io,28,6,2.0.1
com.github.alexarchambault,case-app-annotations_sjs0.6_2.13.0-M2,5-2-2018,github annotations,2,2,2.0.0-M3
net.vectorpublish,API,3-8-2017,api,2,10,0.9.27
eu.timepit,refined-scodec_sjs0.6_2.12.0-RC2,2-11-2016,codec,1,0,0.6.0
org.wso2.carbon.analytics-common,org.wso2.carbon.event.template.manager.ui.feature,29-6-2020,event ui manager template analytics,70,1,5.2.26
com.liferay,com.liferay.adaptive.media.image.service,25-6-2020,image service,108,0,4.0.10
io.opentracing.contrib,opentracing-redisson,17-11-2018,tracing io,1,0,0.0.1
org.quickgeo,quickgeo-lt,14-11-2012,,1,0,0.1.0
com.github.plural4j,plural4j,23-9-2015,github,1,0,1.0.0
net.xp-framework,apidoc,9-1-2013,framework,2,0,5.8.10
io.github.azhur,kafka-serde-circe_2.13,27-7-2020,github kafka streaming io,1,0,0.5.0
com.linkedin.pegasus,r2,17-12-2019,linkedin,34,26,27.7.18
org.elasticsearch,elasticsearch-discovery-jgroups,27-5-2010,elasticsearch elastic search discovery,3,0,0.8.0
net.osgiliath.framework,net.osgiliath.features.karaf-features.itests.jaxrs.web.cdi,15-6-2015,rest framework web jaxrs osgi,13,0,0.1.8
net.liftmodules,fobo-google-code-prettify_3.0_2.12,17-12-2016,google,1,1,1.7
com.reyun,reyun-java,18-8-2015,,2,0,2.2.0
org.specs2,specs2-analysis_2.13.0-RC3,31-5-2019,analysis specs testing,1,1,4.5.1
com.github.eagle6688,devutility.external.json,12-9-2019,github json,9,1,2.9.12
net.sf.jkniv,jkniv-whinstone-jpa2,16-6-2020,persistence jpa,4,1,0.6.4
org.oxerr.spring.security,spring-security-wechat-core,20-10-2018,security spring,2,1,0.0.3
com.rte-france.powsybl,powsybl-adn-api,29-7-2020,api,25,2,2.12.0
org.sonarsource.pmd,sonar-pmd-plugin,15-4-2019,plugin sonar,8,0,3.2.1
org.gvnix,org.gvnix.addon.fancytree,30-11-2015,,5,0,1.5.1.RC4
net.awired.visuwall,visuwall-api,7-2-2012,api,4,8,0.3.2
com.yahoo.elide,elide-datastore-jpa,31-7-2020,persistence jpa,28,4,4.6.7
com.lyncode,xliff-translation,29-12-2014,,1,0,1.0.2
com.github.chris2018998,spring-boot-starter-beecp,8-8-2020,github spring starter,8,0,1.3.4.RELEASE
org.eclipse.che.lib,che-swagger-module,30-9-2019,module eclipse library swagger api,23,2,7.2.0
edu.washington.cs.knowitall.nlptools,nlptools-conf-breeze_2.9.2,10-4-2013,,5,1,2.4.1
org.scala-stm,scala-stm_2.10,22-12-2012,scala stm transaction memory,1,51,0.7
com.infonotary,intools,7-4-2017,android,9,0,0.10
com.github.wizonsoft.coteafs,coteafs-core,30-10-2016,github,2,0,0.1.118-beta
com.github.julien-truffaut,monocle-refined_2.10,3-1-2018,github,11,3,1.5.0
io.airlift,airbase-root,2-7-2020,io,24,0,102
org.flowable,flowable-job-service-api,22-1-2020,service api,8,2,6.5.0
net.inveed,inveed-editor-server-libs,26-10-2018,server editor,4,0,0.0.4
com.drivetribe,orchestra-lock_2.12,24-4-2018,locking,5,0,0.7
io.scalaland,chimney_sjs0.6_2.12,26-7-2020,io,26,5,0.5.3
com.jexbox.connector,jexbox-play,23-10-2014,connector,4,0,0.0.4
org.atmosphere.extensions,atmosphere-gwt-project20,27-3-2013,gwt ui extension,1,0,1.1.0.RC1
org.t-io,tio-websocket-parent,7-8-2020,websocket io,63,0,3.6.2.v202008...
net.digger,jscreen-parent,12-11-2018,,2,0,1.2.1
com.oblac,repo-url-parser,11-3-2018,url parser repository,3,0,1.0.2
com.thoughtworks.deeplearning,array2d_2.11,20-12-2016,machine-learning deep-learning,4,0,1.0.0-M3
com.io7m.coffeepick.gui,com.io7m.coffeepick.gui.controller,12-4-2020,controller io,1,3,0.2.0
org.hswebframework.web,hsweb-system-dictionary-local,26-10-2019,system web,11,1,3.0.10
com.ibm.watson,text-to-speech,3-6-2020,text ibm speech,18,1,8.5.0
com.burningmime,setmatch,28-10-2019,,14,0,0.8.1
org.openscada.atlantis,org.openscada.protocol.iec60870.server.data,25-4-2018,server data protocol,1,1,1.5.0
com.github.tarao,nonempty_2.13,19-8-2019,github,2,0,0.2.0
com.collaborne.build,gwt-compiler-adapter,2-5-2016,gwt ui compiler build,2,0,1.1
org.acegisecurity,acegi-security,15-4-2008,security,10,25,1.0.7
org.esigate,esigate-server,18-10-2018,server,14,1,5.3
com.github.andyglow,scala-jsonschema-macros_2.11,25-7-2020,github macro scala,16,2,0.2.8
com.fnklabs.draenei,orm,4-4-2017,persistence orm,1,2,0.8.5
com.softwaremill.sttp,circe_sjs0.6_2.12,14-10-2019,,59,4,1.7.2
io.circe,circe-jackson_2.12,2-12-2016,io,3,1,0.7.0-M1
com.bingzer.android.async,async,10-3-2015,asynchronous android,1,0,1.0.0
com.crittercism.dexmaker,dexmaker,23-7-2015,,2,3,1.4
com.mysema.commons,mysema-commons,6-10-2011,,5,0,1.3.1
org.endpoints4s,algebra-playjson_sjs1_2.12,30-7-2020,math algebra,3,1,1.1.0
one.xingyi,core_2.12,10-8-2020,,12,12,0.5.9
org.jboss.microcontainer,jboss-dependency,13-12-2013,jboss,33,43,2.2.0.M2
org.molgenis,molgenis-annotators,22-4-2016,,13,1,1.6.1
com.github.techguy-bhushan,xss.filter,4-5-2018,github filtering,2,0,1.0.2
io.github.jonrmar,postgres-as-document-db,31-7-2018,github database postgresql io,2,0,1.0.2
org.wso2.carbon,org.wso2.carbon.bridge,7-8-2020,bridge,31,2,4.6.1-m7
com.walmartlabs.concord.plugins,msteams-task,5-8-2020,plugin,15,0,1.30.0
com.moolbuy,m-orm-core,11-7-2017,persistence orm,2,1,1.0.1
org.wso2.carbon.identity.inbound.auth.saml2,org.wso2.carbon.identity.sso.saml.server.feature,30-7-2020,server authentication identity,109,1,5.8.12
io.monix,monix-catnap_sjs1_2.13,4-6-2020,io,6,6,3.2.2+37-1a5b...
ai.tripl,arc-kafka-pipeline-plugin_2.11,24-4-2020,plugin pipeline kafka streaming,6,0,1.4.0
org.fudaa.framework.fudaa.fudaa-dico,dico-ui,23-5-2019,framework ui,4,2,2.5
com.tune.reporting,tune-reporting,21-4-2015,reporting,7,0,1.0.3
com.glookast.commons,commons-capture-info-schemas,30-7-2018,schema,8,0,2.0.1
se.l4.lect,lect-engine,23-7-2018,engine,2,2,0.2.0
io.udash,udash-bootstrap4_sjs1_2.12,13-5-2020,io bootstrap,1,0,0.9.0-M2
no.digipost,api-commons,6-6-2014,api,1,2,0.1
com.github.chhorz,oas-generator-schema,28-7-2020,github generator schema,7,0,0.2.0-RC.2
ai.ylyue,yue-library-webflux,6-8-2020,library,1,0,2.1.0
com.github.lyjaeho,jizcode-job,21-7-2019,github,8,0,1.0.14-BETA
com.github.adedayo.eclipse.sdk,org.eclipse.core.filesystem.macosx,1-10-2015,github file-system eclipse sdk,1,0,1.3.0
io.micronaut.netflix,micronaut-netflix-ribbon,26-6-2020,io,3,0,2.0.0
org.xmlunit,xmlunit-parent,12-5-2020,,18,0,2.7.0
org.dmonix,consul-sim_2.12,7-4-2020,consul,2,1,0.5.0
io.openliberty.features,com.ibm.websphere.appserver.mpConfig1.4-cdi1.2,30-7-2020,io ibm server,5,0,20.0.0.8
uk.ac.nactem.uima,EUPMCTypeSystem,14-6-2018,,1,0,1.1
com.github.dabasan,dh3dbasis,26-5-2020,github,8,4,2.1.0
com.sandinh,spray-routing,9-3-2014,routing,1,1,1.3.0
org.entando.entando.bundles.misc,entando-misc-inspinia,24-4-2020,bundle webapp web application,9,2,6.1.1
org.wso2.carbon.identity.local.auth.requestpath.oauth,org.wso2.carbon.identity.application.authenticator.requestpath.oauth,2-3-2020,authentication identity oauth,4,1,5.3.0
br.com.thiagomoreira.liferay.plugins,lorem-ipsum-button-hook,20-11-2014,plugin webapp web application,5,0,1.3.0.0
io.zipkin.brave,brave-instrumentation-jms,28-7-2020,jms queue io tracing instrumentation,43,0,5.12.4
org.opendaylight.neutron,features-aggregator,10-8-2020,aggregation,29,0,0.14.2
org.samba.jcifs,jcifs,15-8-2011,,6,15,1.3.14-kohsuke-1
net.liftmodules,fobo-knockout_2.5_2.9.2,15-7-2014,,4,1,1.3
org.cadixdev,lorenz,3-7-2020,,4,5,0.5.3
io.openscore,queue,5-3-2015,io queue,3,0,0.1.266
com.github.superproxy,test-data-provider,16-9-2015,github testing provider data,1,0,0.1.0
org.streampipes,streampipes-config,22-11-2019,config,8,7,0.65.0
org.wso2.appserver,ui-pages,16-9-2015,ui server,2,1,5.3.0
org.flowable,flowable-batch-service-api,22-1-2020,service batch api,1,1,6.5.0
eu.fraho.libs,beencode,28-9-2018,,2,0,2.0.0
io.nosqlbench,driver-web,10-8-2020,web driver io,53,1,3.12.140
net.sargue,java-time-jsptags,27-6-2017,time,6,0,1.1.4
net.csdn,serviceframework-dispatcher_2.11,8-4-2020,dispatcher,7,1,2.0.6
net.debasishg,redisclient_2.11,3-5-2020,redis client,16,6,3.30
nl.demon.shadowland.freedumbytes.maven.custom.skins,maven-application-skin-sample,4-1-2018,maven build build-system example,3,0,1.3.3
net.spals.appbuilder,spals-appbuilder-annotations,7-1-2019,annotations,18,18,0.6.5
com.profesorfalken,jPowerShell,27-5-2019,,29,2,3.1.1
mt.edu.um.cs.rv,sample,18-9-2017,example,3,0,1.0.2
org.rawdarkroom,it.tidalwave.imageio.raw,4-7-2014,,2,0,1.7-ALPHA-2
